1000 100000
301 845 9
752 381 57
766 423 100
90 451 4
82 502 54
378 579 52
736 795 12
301 768 73
928 657 37
533 542 51
634 49 9
138 241 56
969 544 69
483 136 16
768 690 93
159 801 92
435 714 97
767 457 99
413 260 92
665 339 34
502 314 53
227 152 15
617 808 3
92 155 43
276 675 24
618 824 72
50 741 80
822 58 77
640 563 67
361 582 77
57 695 77
567 389 32
994 704 5
175 65 94
803 875 87
314 693 91
594 542 95
130 918 86
648 780 63
471 126 31
858 33 52
765 229 8
77 9 69
242 263 51
374 350 61
74 126 36
920 808 86
427 324 32
953 939 67
848 949 21
902 32 7
864 874 35
314 61 33
438 931 93
689 329 15
169 861 63
870 33 51
921 702 77
508 311 11
130 30 17
910 197 7
395 828 62
171 984 80
534 456 4
179 784 56
325 67 73
22 178 6
498 37 69
609 223 45
975 596 1
695 817 55
800 635 93
833 450 27
685 8 51
3 135 58
381 268 78
835 303 82
796 738 21
629 989 28
14 149 3
290 566 16
997 255 8
936 769 79
622 998 65
737 516 83
34 419 43
500 816 85
516 435 97
575 524 52
336 85 80
821 383 55
899 858 36
342 651 11
876 932 97
672 909 68
553 621 6
898 562 2
665 283 46
390 636 40
997 162 91
791 466 81
912 995 46
949 864 41
443 16 9
139 699 12
129 495 99
500 670 71
498 252 30
685 215 15
714 637 94
991 593 90
1000 4 26
892 213 56
205 75 10
859 33 21
549 947 24
213 936 19
647 527 75
571 286 73
893 494 30
143 233 2
271 323 95
452 68 76
274 453 40
992 562 68
556 984 29
413 551 71
569 933 69
269 950 47
555 65 30
762 633 17
436 932 44
853 173 3
623 955 36
642 873 5
961 22 61
71 860 10
825 83 47
15 239 6
577 72 53
100 292 81
938 759 86
118 789 44
212 458 14
343 170 36
535 417 46
359 569 42
26 913 19
492 104 25
469 96 45
5 625 83
965 693 74
254 467 2
542 617 34
137 806 38
846 79 43
996 172 97
443 766 44
300 628 34
54 943 45
341 75 48
298 77 76
195 273 56
727 28 58
355 313 80
506 547 35
823 740 71
49 445 20
158 460 13
373 242 96
269 792 21
817 167 98
874 809 71
142 504 14
778 154 6
303 46 95
155 405 20
995 64 64
394 911 10
424 905 98
406 173 22
645 126 25
331 666 63
692 424 61
747 976 34
301 175 78
581 525 61
424 657 32
730 553 26
801 527 46
660 38 49
383 707 77
626 281 83
376 758 69
712 756 43
157 785 32
865 221 83
523 237 56
427 698 78
236 507 56
476 865 49
220 669 84
771 769 35
633 720 6
636 277 85
431 837 56
599 104 68
273 594 3
638 494 33
418 449 90
853 625 21
50 485 29
359 865 13
313 902 59
882 8 1
816 884 59
960 404 81
53 171 22
409 528 96
922 502 17
609 915 55
139 292 5
547 15 61
482 467 96
129 315 4
166 756 77
234 756 34
428 278 62
762 588 89
183 863 10
689 175 14
474 467 81
99 699 38
811 431 86
638 65 62
151 353 7
710 664 82
725 936 26
283 214 25
217 521 24
267 868 73
117 581 47
977 711 49
596 208 80
245 782 34
281 980 23
383 955 85
732 889 87
372 136 48
82 256 7
738 952 37
498 655 62
842 165 15
169 550 3
869 678 91
563 274 83
859 93 43
595 986 22
187 500 16
228 544 40
703 508 44
474 531 49
762 959 42
113 583 8
506 662 26
421 941 70
883 751 11
287 736 70
102 198 79
106 38 47
936 451 62
624 550 82
911 865 75
650 475 63
357 655 89
447 71 58
247 870 60
349 476 7
690 156 67
540 850 57
844 304 79
407 477 13
976 73 100
666 2 9
823 807 54
651 471 7
819 928 14
214 146 14
230 587 59
422 271 16
583 979 4
649 754 1
109 153 83
894 821 35
374 399 9
857 466 47
320 226 47
699 456 69
553 865 45
964 149 63
645 282 75
382 152 32
461 912 100
742 439 1
400 333 44
817 76 76
624 907 37
556 650 4
78 496 36
463 294 49
196 939 40
345 493 53
991 942 95
252 276 94
683 395 56
752 759 50
718 449 1
471 824 89
621 134 61
435 355 14
147 52 57
103 122 98
182 721 53
971 340 94
875 414 32
387 477 20
388 482 6
712 508 96
846 448 35
141 904 18
415 72 9
987 512 34
74 889 90
361 38 47
938 5 23
857 742 69
15 705 90
426 464 25
434 609 4
298 233 74
818 461 92
565 481 7
468 176 24
986 108 93
110 666 18
81 691 1
908 509 58
743 550 21
296 596 38
286 824 39
907 976 37
731 733 35
265 632 85
101 420 9
769 949 33
363 607 79
498 840 34
56 154 37
75 735 22
657 589 84
908 271 40
251 204 53
799 500 63
518 153 6
422 429 8
706 135 75
783 450 50
691 265 33
787 532 30
364 14 55
163 66 14
402 676 32
146 603 54
760 606 61
945 586 42
807 6 51
480 210 82
742 130 90
953 545 73
740 639 1
388 95 43
376 672 71
949 446 41
109 601 53
962 572 91
382 817 92
112 33 28
74 25 57
238 492 41
581 765 12
633 149 3
241 991 44
381 948 19
288 437 50
836 40 84
88 813 97
314 867 25
355 510 30
4 610 38
892 255 25
601 702 45
282 45 81
178 548 21
39 500 68
775 380 73
781 131 47
657 219 33
830 200 58
554 298 90
452 485 86
201 466 19
659 458 14
717 248 16
427 79 6
777 69 12
275 171 96
308 123 30
855 171 35
91 739 88
226 528 30
894 116 72
689 957 61
90 653 36
333 793 77
426 490 23
490 867 63
342 549 49
769 690 21
10 108 20
657 995 78
522 400 57
28 128 37
879 105 75
753 708 26
364 751 99
841 231 76
340 36 61
927 385 26
583 106 37
103 612 93
991 266 60
523 546 96
469 343 43
372 470 9
676 415 27
893 724 32
984 506 43
254 481 75
4 912 74
42 788 42
362 718 20
251 414 35
446 330 59
895 7 88
747 587 33
586 444 2
595 315 49
805 933 73
18 696 27
529 746 64
775 943 4
94 255 11
479 747 51
568 601 76
487 631 1
559 677 24
280 902 96
959 845 37
341 485 96
815 933 64
673 53 23
460 772 9
995 403 68
544 568 20
473 222 57
392 882 11
390 717 74
611 773 14
945 73 48
378 307 15
530 380 77
825 836 44
271 904 32
972 481 81
246 653 81
30 459 46
756 160 32
381 832 63
104 746 45
889 708 73
42 905 54
263 103 39
524 911 9
715 259 72
306 859 51
875 938 52
792 751 44
941 202 33
364 490 25
169 357 6
59 856 3
981 438 44
215 395 49
277 898 33
591 445 83
449 854 86
795 1000 85
878 254 87
84 219 16
413 698 49
381 184 81
849 856 66
141 335 97
570 714 90
586 339 40
46 35 32
576 590 38
336 329 51
78 445 70
89 269 39
785 165 68
654 496 66
638 472 16
700 153 32
530 688 40
215 510 44
896 880 87
521 191 8
538 463 97
529 621 78
641 442 44
359 193 74
261 57 5
646 583 70
100 97 77
93 633 15
727 876 32
406 709 5
675 134 59
811 903 12
129 130 75
747 232 46
49 431 80
456 386 39
112 162 7
448 475 57
5 972 96
348 745 74
324 618 28
16 518 72
464 111 56
116 156 46
556 273 41
457 141 17
406 3 31
255 32 66
768 276 33
642 369 99
810 85 28
624 316 89
663 287 84
298 477 34
125 946 56
108 133 90
723 22 35
771 396 33
320 313 32
510 153 14
114 755 76
846 218 59
656 186 95
816 378 58
638 146 13
712 592 66
130 77 6
324 841 70
184 466 87
60 644 94
224 167 11
194 766 45
256 694 94
929 496 2
35 82 46
621 341 7
736 221 8
215 34 79
281 357 17
577 692 91
42 798 63
678 692 82
345 115 71
870 866 41
863 247 82
79 973 30
653 519 44
363 450 39
19 246 67
182 632 37
767 335 68
260 977 82
605 401 52
799 156 31
528 335 77
501 156 32
691 315 52
1000 20 5
917 665 37
491 470 91
86 79 86
431 424 88
795 179 10
855 65 85
769 225 31
789 132 69
765 737 40
686 130 63
353 74 40
89 64 8
619 460 81
183 826 31
752 164 40
929 856 6
269 242 4
236 115 6
474 911 28
134 124 56
41 215 77
924 160 16
372 402 65
487 203 17
178 532 18
735 593 53
265 892 26
513 284 51
745 254 61
602 69 8
143 109 54
492 77 25
457 929 37
645 785 38
187 168 67
673 360 52
853 102 51
115 936 54
697 292 41
625 139 76
285 290 2
265 404 59
654 666 50
793 63 77
578 872 48
946 164 74
745 104 50
852 68 21
606 434 98
121 582 44
663 583 16
121 699 47
744 939 90
791 303 79
223 977 69
374 388 9
543 199 73
983 433 44
526 583 85
932 809 99
405 927 73
592 509 19
67 49 57
452 619 96
517 71 51
594 474 59
686 174 56
57 444 17
944 577 79
188 397 4
549 93 1
784 61 63
717 118 7
733 145 15
720 333 36
501 152 77
728 235 74
473 992 36
854 770 15
215 369 82
637 354 38
973 123 25
662 72 100
926 681 64
932 603 88
701 175 10
459 116 96
75 532 25
183 330 67
709 569 47
347 791 9
695 924 77
10 881 66
214 892 29
519 846 7
152 637 57
427 449 7
731 97 9
152 272 32
785 347 3
19 92 84
100 558 18
359 414 63
153 809 74
972 61 83
50 978 31
694 145 88
318 827 20
276 500 14
572 88 56
822 896 37
562 398 77
968 60 59
896 770 27
841 921 86
598 735 86
108 430 35
893 865 89
953 777 32
133 810 74
603 307 52
896 714 33
592 110 66
604 37 39
242 494 31
645 659 94
234 564 90
176 420 17
2 119 80
103 158 94
448 374 35
983 29 83
438 374 46
75 485 6
839 927 52
163 127 54
754 583 40
833 703 82
89 216 88
740 871 34
69 394 20
627 787 7
146 340 18
516 396 67
697 838 46
347 427 80
861 946 76
344 277 77
952 494 98
880 483 58
256 578 38
405 767 71
401 980 93
720 754 20
886 99 16
385 235 92
867 736 1
852 65 19
855 851 86
299 194 43
497 628 7
664 958 76
828 979 1
769 816 7
801 338 48
190 834 27
288 654 55
380 236 13
529 458 80
554 142 26
494 982 19
681 657 37
77 476 15
131 379 42
369 931 37
942 850 89
396 792 2
402 289 84
105 109 72
630 252 5
255 587 23
242 900 67
354 642 42
914 466 57
823 12 63
822 933 64
236 611 98
380 88 87
244 599 54
663 507 43
363 927 70
898 4 25
759 419 48
597 6 48
395 607 62
386 147 31
349 15 1
307 243 10
766 157 76
509 277 97
301 642 59
616 213 67
618 330 20
204 962 33
274 581 49
261 429 27
499 622 51
789 716 38
422 627 64
192 765 55
3 466 84
894 85 67
676 550 79
136 62 9
899 644 96
312 592 89
88 473 14
606 67 94
568 873 77
399 834 69
931 837 97
457 596 24
17 594 29
82 131 79
107 893 27
149 967 75
680 628 79
204 309 85
674 424 46
149 986 1
672 92 53
867 748 6
494 694 55
960 868 96
238 18 71
936 672 99
25 542 84
817 404 100
763 155 11
920 887 13
634 982 29
691 730 13
480 693 92
705 486 25
877 276 43
189 902 85
747 606 60
640 721 77
766 780 42
273 166 9
602 390 2
322 17 60
508 194 28
43 12 97
455 477 48
257 190 8
412 658 27
311 775 83
843 271 33
601 70 90
443 141 8
618 368 9
605 918 82
915 965 91
136 542 65
965 129 65
973 768 49
609 174 81
722 133 9
39 738 24
964 187 62
778 833 79
246 931 85
618 763 36
807 885 14
783 845 32
180 806 49
840 289 27
908 512 4
79 624 1
811 575 28
103 123 9
508 300 47
679 572 67
913 969 41
585 893 2
378 351 77
413 325 73
944 740 42
864 207 92
595 490 85
350 593 42
446 706 5
354 278 82
639 837 71
678 663 60
788 81 41
153 244 34
743 93 91
144 444 90
762 730 39
549 756 23
511 300 63
861 874 56
985 472 17
765 529 50
910 226 45
41 929 2
57 605 19
42 104 38
773 369 85
171 11 31
621 928 96
38 755 22
100 966 7
717 27 9
427 755 94
941 175 70
435 918 73
413 214 36
656 627 77
946 576 81
912 934 6
307 814 7
188 184 82
693 52 21
181 128 89
451 298 79
458 96 39
354 294 3
492 202 88
115 866 56
612 910 45
204 773 38
989 623 8
936 586 51
492 423 14
539 452 83
815 755 34
46 844 89
278 104 60
979 138 46
301 731 91
662 156 29
812 801 74
31 709 14
756 139 31
37 318 20
2 414 76
198 779 21
379 963 27
393 331 90
412 232 41
931 490 63
562 107 85
982 540 66
237 910 9
362 241 9
46 614 8
730 422 10
369 721 63
945 727 9
492 692 45
220 696 45
869 55 93
20 778 32
620 828 18
204 337 74
390 488 38
821 91 33
33 746 9
486 637 98
744 239 4
763 704 64
934 156 73
104 49 87
985 42 66
114 162 23
803 802 15
662 325 74
581 548 96
299 305 92
368 814 64
690 170 87
827 50 52
508 924 56
337 513 57
705 525 43
760 188 15
90 846 86
996 664 64
283 539 43
962 214 49
845 286 55
199 862 13
971 598 42
664 984 6
941 518 17
734 667 19
904 751 23
520 721 75
70 870 99
629 549 70
460 608 90
218 275 30
794 123 15
589 484 11
12 295 52
546 516 31
961 756 33
332 434 64
32 360 13
725 552 21
336 842 72
111 308 43
253 610 34
233 268 13
919 279 18
280 111 27
392 241 25
827 685 93
618 145 94
190 24 13
728 125 51
782 824 84
18 934 35
197 71 80
371 259 50
360 838 47
598 834 100
731 244 12
495 170 68
635 973 46
965 343 33
314 489 9
613 282 82
453 47 79
907 96 14
7 741 51
300 76 69
409 469 83
790 21 1
17 771 64
173 209 83
770 668 5
647 630 5
110 864 91
901 876 82
255 590 15
188 943 31
46 885 37
742 365 70
962 755 54
164 12 19
288 733 1
510 728 58
780 888 64
340 967 30
380 40 18
971 982 11
459 49 73
193 367 34
178 704 24
46 843 25
104 699 43
527 580 77
681 723 84
47 16 46
42 644 52
24 169 62
994 954 68
829 704 4
505 441 7
600 987 27
914 68 96
304 259 8
957 857 26
166 883 66
982 456 19
726 982 76
709 655 15
901 700 36
944 97 77
716 538 42
30 253 25
78 609 64
326 722 73
895 235 71
899 628 63
750 33 24
227 94 63
764 153 13
351 522 11
733 251 95
492 406 64
180 380 31
954 715 74
272 661 91
861 823 38
743 916 99
202 175 27
308 586 99
261 509 27
455 967 46
380 179 61
582 706 76
703 356 4
520 863 40
443 611 77
632 823 34
531 95 7
95 59 74
937 464 81
854 661 28
525 793 24
247 197 64
268 406 63
453 340 31
11 204 95
819 337 62
498 951 92
519 464 89
944 923 15
745 760 14
514 182 56
820 349 49
625 746 61
329 121 100
657 892 41
577 299 93
329 428 75
67 207 52
805 217 98
94 930 26
403 377 4
94 641 18
805 606 54
753 229 89
974 628 47
519 883 79
814 94 37
148 996 39
871 248 78
538 802 97
437 241 34
205 745 14
182 743 68
454 571 69
477 29 60
94 601 64
413 180 98
838 661 8
163 542 12
685 951 11
405 706 81
685 856 8
735 791 3
444 77 66
786 124 65
361 805 84
749 498 65
827 397 84
81 823 53
812 55 17
876 501 69
292 342 11
273 709 99
191 841 71
710 637 71
304 473 70
944 451 21
721 105 84
305 800 26
977 142 42
847 286 61
679 437 23
468 30 46
680 441 18
511 473 77
188 452 3
933 216 21
216 250 54
892 666 6
859 463 50
745 612 36
146 629 94
426 703 46
875 130 9
589 616 5
963 831 31
727 203 32
498 765 29
308 77 47
571 506 77
609 622 80
661 463 35
762 598 34
664 898 37
977 268 90
936 260 55
88 697 15
963 375 25
175 908 71
993 253 74
359 373 55
73 101 86
126 740 58
554 368 74
882 565 35
709 410 2
459 363 71
15 65 31
22 45 99
468 79 95
250 72 11
812 73 15
597 843 60
161 770 95
217 865 95
731 677 32
3 215 94
194 506 64
56 663 85
445 698 24
447 102 14
371 756 29
911 24 96
175 718 18
901 764 43
2 101 98
506 725 6
383 538 28
387 321 24
403 728 89
107 558 60
687 310 100
810 501 66
477 561 82
822 475 13
610 756 79
735 255 19
884 915 17
106 604 47
813 737 43
170 746 74
481 302 18
365 563 43
880 441 16
958 625 87
584 148 92
912 361 35
309 674 94
105 406 62
400 118 65
156 855 17
928 227 73
397 150 3
153 778 57
988 214 57
88 654 73
472 439 41
9 343 65
861 49 46
613 242 55
408 684 40
895 59 18
571 410 73
563 109 72
922 896 68
212 331 10
893 258 3
622 689 81
668 914 92
166 652 39
299 141 20
943 38 67
841 809 21
336 721 94
894 445 4
38 520 80
956 456 39
335 277 22
344 39 26
305 377 6
832 28 28
62 36 34
797 427 58
700 906 59
510 507 66
373 172 63
696 592 76
313 181 12
688 391 4
373 600 46
354 111 42
731 870 90
534 372 57
776 632 64
865 687 77
485 794 75
462 758 93
215 106 62
77 154 10
88 415 41
744 1000 59
811 893 36
975 62 31
334 686 64
929 281 14
560 23 5
341 318 61
752 118 84
768 239 10
167 709 14
969 266 80
319 712 10
876 746 83
217 860 42
538 981 50
259 335 31
88 811 81
123 237 80
635 988 45
199 412 64
767 737 56
913 545 34
863 380 1
805 376 41
213 447 63
675 830 96
30 285 84
238 384 73
405 935 71
188 826 53
295 414 43
375 703 10
111 1000 71
438 698 56
642 722 40
161 747 34
481 238 18
917 23 13
275 88 60
518 41 68
658 587 42
786 598 36
965 166 6
580 250 85
90 664 5
234 405 40
93 800 67
432 570 89
766 193 17
982 521 44
843 341 92
783 285 75
737 589 38
116 631 94
357 171 13
792 505 11
9 115 54
494 906 81
843 954 20
763 687 84
671 819 35
117 555 22
785 502 45
681 861 3
791 946 100
377 547 17
918 790 53
116 43 29
501 958 63
887 13 51
153 382 80
245 400 31
666 849 70
637 311 53
750 564 69
60 692 17
632 346 70
78 776 2
297 149 13
821 106 36
438 290 11
823 110 58
501 705 76
676 426 8
37 617 97
239 660 76
16 236 44
460 334 59
243 385 44
776 211 73
245 896 4
574 102 72
421 222 20
812 14 93
532 6 53
181 418 49
254 780 19
694 618 41
792 695 52
528 802 50
548 806 39
641 195 88
284 151 70
368 969 25
841 618 46
247 631 92
515 824 60
236 311 25
446 289 32
272 508 72
338 780 92
184 57 53
490 168 59
96 53 88
371 913 87
368 263 46
428 356 52
372 983 30
484 601 99
776 526 100
118 117 9
948 343 36
15 281 2
567 872 97
554 921 7
454 199 97
707 457 40
477 65 67
426 115 66
129 809 39
931 933 31
41 908 11
659 212 9
393 755 8
365 851 49
264 606 54
362 875 34
107 588 23
279 870 30
258 217 91
697 505 81
720 70 2
853 129 17
230 51 9
276 831 84
486 37 11
982 431 3
513 264 19
880 859 60
628 278 36
897 969 75
930 566 25
731 968 34
30 828 66
538 105 34
121 168 38
906 349 29
393 223 36
785 526 51
40 29 43
927 672 62
80 910 3
220 832 88
17 970 13
450 459 44
872 8 5
556 574 73
594 821 6
162 678 17
696 190 86
623 701 73
766 4 48
963 735 61
813 715 75
580 379 3
373 862 91
378 423 90
571 910 90
588 980 67
653 144 97
512 678 56
311 687 30
775 429 50
634 124 91
732 410 82
398 206 92
741 305 76
978 637 85
63 453 19
636 58 23
630 397 21
868 186 78
705 557 79
732 368 59
821 505 41
523 45 90
807 913 88
592 958 56
839 945 12
588 223 55
625 323 7
872 574 97
85 11 10
691 605 83
843 127 47
277 403 94
204 966 44
442 936 1
56 653 19
950 780 68
604 692 17
637 373 56
269 319 56
406 144 40
289 488 66
505 234 51
855 864 69
304 666 48
416 21 49
940 260 45
522 483 82
332 663 51
208 875 92
435 130 99
934 392 85
976 670 27
617 697 69
779 642 24
35 13 12
511 989 51
247 149 64
988 739 41
427 575 44
321 972 52
890 70 57
317 801 39
888 246 15
999 929 87
748 478 80
168 473 80
582 944 16
428 624 98
36 763 73
177 878 37
27 787 43
694 146 17
667 809 80
165 117 57
988 720 15
238 739 45
84 891 24
433 829 67
113 572 21
621 562 36
488 274 94
649 50 78
250 472 11
495 436 100
26 317 8
642 875 67
283 732 53
684 849 25
680 938 3
754 490 11
229 32 92
709 707 96
731 364 63
191 995 1
478 19 36
925 3 85
295 118 9
493 672 77
443 31 34
905 94 100
262 870 58
980 876 6
628 469 18
768 256 80
154 86 53
170 357 5
425 710 49
702 375 76
753 719 1
125 591 86
315 250 75
542 73 90
28 888 81
356 902 51
781 716 55
31 802 85
755 390 5
511 443 20
236 982 95
777 728 14
90 932 21
660 187 10
115 641 10
935 680 34
624 677 99
4 139 79
363 544 12
983 255 82
522 999 72
53 183 17
675 638 5
409 265 2
443 667 31
41 516 53
675 285 49
453 517 82
700 65 63
449 66 56
828 623 89
883 670 33
914 542 25
629 806 12
750 434 80
235 570 51
286 924 19
756 295 26
447 759 45
220 998 38
859 95 7
98 437 21
171 862 50
676 43 62
618 311 93
568 400 35
246 642 13
302 229 28
461 49 86
189 207 66
704 188 83
209 408 7
936 981 89
269 405 87
597 545 33
98 192 21
757 600 8
236 213 73
800 831 100
160 102 30
731 630 38
310 804 95
696 194 78
745 85 19
209 420 24
448 476 39
668 878 9
257 520 75
959 984 7
294 134 92
829 550 95
487 394 86
76 588 49
119 158 22
796 804 47
570 606 47
643 575 61
321 910 24
513 520 96
899 17 74
215 582 77
554 884 83
527 709 28
36 413 51
258 530 47
534 753 9
738 703 57
408 296 8
451 537 87
72 795 26
334 84 65
132 29 54
77 489 82
59 787 7
511 159 3
192 781 40
954 847 5
600 749 43
252 876 13
687 340 78
223 134 69
909 337 4
489 200 70
200 40 51
546 203 14
728 381 73
770 857 47
350 115 81
524 568 13
610 347 79
35 211 84
505 682 77
554 276 92
558 477 76
86 376 16
989 255 31
186 592 18
538 71 29
693 39 37
417 635 97
820 437 11
78 285 67
842 1 37
787 23 9
654 333 33
3 526 1
149 608 16
947 429 59
291 912 47
974 816 56
246 946 24
309 193 56
582 48 89
421 430 55
650 237 73
755 357 52
99 791 1
776 415 64
810 51 1
238 584 73
892 615 19
929 432 39
276 103 28
407 147 29
333 947 22
974 170 23
191 199 27
437 837 42
339 624 78
51 792 90
396 553 60
610 776 19
767 637 12
428 574 6
547 368 98
903 15 36
661 10 22
987 224 16
693 773 34
609 661 84
444 304 90
154 534 20
938 715 60
395 678 79
372 658 55
962 271 13
612 930 19
37 910 92
504 763 88
787 609 3
148 994 37
956 961 16
717 49 10
220 56 13
667 546 18
820 483 92
801 490 58
381 30 39
140 32 78
235 578 72
960 542 11
955 570 67
737 915 42
502 249 96
235 140 68
515 571 14
563 326 76
297 230 49
466 984 9
641 735 99
455 551 38
930 438 28
420 173 42
162 128 6
493 953 52
695 503 15
644 422 20
423 238 3
566 764 97
359 540 67
99 371 54
619 464 33
728 802 48
4 142 19
818 560 24
940 782 26
537 777 56
44 978 47
379 465 88
705 505 27
982 775 37
31 49 21
5 782 79
239 721 56
688 892 34
546 456 51
864 383 16
363 991 68
819 818 92
504 570 64
893 652 40
83 517 87
652 461 61
310 892 9
624 402 59
763 247 46
380 355 92
739 117 88
603 124 43
730 275 27
467 496 44
253 161 13
506 745 95
857 441 76
929 376 44
631 276 27
962 382 16
190 771 52
145 883 27
778 587 5
918 138 50
454 434 7
477 612 43
33 521 5
847 168 58
944 686 30
708 303 79
864 502 43
918 446 47
976 677 75
585 938 15
310 938 28
737 807 93
24 79 69
654 764 99
884 93 40
455 434 17
900 453 21
476 862 50
671 213 7
928 236 76
623 161 52
745 218 88
159 940 50
330 101 68
533 703 57
843 211 30
455 28 77
886 41 10
792 503 55
860 364 84
615 429 14
682 524 51
420 765 45
462 45 14
944 262 5
944 691 81
414 507 99
258 482 90
575 707 2
416 512 72
76 77 2
500 198 45
773 903 71
618 517 60
565 22 39
777 47 7
30 481 59
630 756 26
508 313 44
532 130 9
672 212 86
7 486 72
120 738 1
597 218 57
533 162 27
933 914 29
839 975 13
203 428 95
68 297 94
931 904 72
539 849 24
180 647 74
899 249 22
762 790 30
789 560 15
747 474 9
177 236 10
59 690 31
825 942 97
138 621 56
451 40 86
954 536 54
722 43 5
64 739 67
949 610 89
538 661 24
110 689 64
365 295 45
443 139 81
500 28 62
83 465 81
436 190 59
735 816 55
708 72 1
803 254 70
184 101 31
501 588 71
533 490 50
342 608 93
794 860 7
428 185 86
532 325 51
999 12 66
354 634 66
471 639 71
832 273 53
82 136 28
50 613 29
636 712 96
628 418 50
152 787 66
182 162 21
462 69 24
814 143 47
98 451 1
269 924 38
585 603 74
875 385 75
292 836 44
47 137 97
700 307 36
465 935 37
496 668 74
632 548 32
436 995 18
178 983 46
43 220 54
525 389 50
219 664 87
697 101 69
203 505 12
360 709 90
448 931 84
622 44 54
527 382 60
819 786 100
44 905 77
6 374 58
980 962 6
625 795 41
129 969 80
193 393 2
49 487 10
525 992 55
61 885 85
263 679 6
46 188 20
85 354 95
106 901 10
583 219 18
187 382 92
460 298 93
54 174 34
464 270 47
309 376 67
923 372 4
221 256 23
449 24 34
335 346 94
676 282 62
817 459 52
487 216 9
908 535 64
371 803 97
18 355 38
886 635 9
910 980 70
350 939 34
46 641 90
386 491 90
160 716 42
68 505 59
512 884 77
709 754 14
205 682 15
366 642 77
38 151 31
914 447 50
776 719 11
843 789 58
622 764 43
139 337 42
381 790 32
223 383 55
241 216 95
216 362 64
728 286 87
502 736 68
764 208 64
432 725 27
469 79 3
77 213 12
50 156 8
308 683 96
744 592 13
568 759 30
86 330 52
55 968 92
170 621 93
864 389 99
734 537 73
669 867 6
798 463 38
134 233 3
848 598 40
835 18 46
685 300 22
383 859 82
774 933 43
838 113 41
520 888 87
491 737 61
883 396 64
882 148 75
905 204 82
654 95 47
382 236 62
12 363 13
414 348 34
145 587 57
813 792 42
491 999 94
414 27 55
6 830 3
678 896 6
527 642 76
652 730 44
93 146 24
376 597 69
866 331 5
796 78 98
149 908 5
145 998 50
182 934 11
899 9 80
669 556 76
578 841 99
9 692 51
716 148 87
645 187 30
408 605 4
846 431 38
657 355 21
152 764 26
812 23 32
805 921 46
846 400 35
900 615 35
558 635 65
941 758 35
93 795 89
997 194 44
78 764 79
287 967 88
749 202 50
422 249 30
187 671 77
558 697 4
973 757 26
720 656 34
912 180 98
846 582 80
152 972 34
159 222 83
676 725 9
66 306 55
57 612 41
171 820 55
641 404 64
681 561 4
561 671 77
868 111 26
879 712 71
875 295 67
759 715 18
369 715 18
970 311 25
511 400 95
192 837 77
730 241 13
145 233 58
776 873 51
823 143 16
131 386 71
121 860 22
450 351 10
383 271 32
979 940 48
366 319 72
247 617 39
224 452 56
365 949 66
806 263 72
253 198 16
645 329 39
180 714 16
919 438 28
71 914 50
805 862 47
187 424 90
678 4 86
268 951 21
683 964 14
860 8 28
964 905 53
590 676 13
370 253 65
226 806 19
327 635 13
502 165 77
559 680 94
863 411 96
342 134 36
195 331 52
317 135 23
970 980 45
901 683 54
989 543 14
769 46 66
351 649 95
316 671 23
177 57 62
551 733 21
224 609 9
188 838 91
199 268 53
341 666 23
949 317 91
237 504 75
1 212 5
287 912 68
943 74 27
314 981 95
486 435 72
987 115 90
666 786 75
814 869 35
840 297 79
478 264 58
556 734 16
892 914 30
698 754 3
887 432 54
544 989 26
805 149 57
723 461 70
383 216 48
213 653 19
884 106 92
336 79 4
841 50 1
658 982 85
446 172 88
350 696 14
535 34 95
684 514 20
419 968 61
811 254 71
564 491 95
706 530 19
330 652 26
215 601 56
909 742 42
741 128 63
977 163 51
183 581 20
550 599 18
495 862 36
574 713 15
974 576 42
350 373 92
85 954 29
685 482 75
745 679 36
788 206 17
48 528 29
618 56 23
842 62 95
75 787 11
952 255 16
681 318 58
936 215 23
323 792 10
163 464 98
875 110 73
293 436 100
186 599 11
237 267 35
459 10 47
8 423 10
843 61 96
896 388 27
929 193 8
4 633 77
356 653 24
255 366 2
854 680 74
105 352 6
765 92 85
61 222 27
752 851 15
289 310 67
839 214 87
595 962 97
184 532 92
814 583 2
259 111 98
371 602 39
489 756 10
163 819 71
972 252 95
543 23 45
819 273 100
49 661 43
983 435 59
358 875 98
24 159 25
499 329 78
145 977 50
47 537 95
214 978 30
411 468 97
528 67 51
550 958 32
942 514 46
215 296 72
102 703 7
407 78 38
347 400 100
343 622 18
194 900 22
282 291 77
839 897 33
768 705 23
961 343 75
671 307 67
265 657 63
446 576 34
317 503 84
522 129 45
11 210 10
157 731 40
12 540 31
200 190 21
786 476 17
450 593 40
931 916 8
410 448 55
262 168 43
304 480 59
691 903 39
642 156 76
469 632 75
637 653 42
60 764 66
516 431 65
946 393 61
927 767 94
505 315 86
543 578 44
507 612 35
625 319 7
412 868 31
261 262 25
34 58 18
971 353 40
511 53 54
659 855 9
984 520 6
481 95 44
973 339 95
814 936 42
442 382 24
745 338 88
397 612 44
495 304 55
283 459 14
208 459 31
433 31 8
388 471 61
262 736 61
881 18 42
502 651 36
358 604 26
598 515 46
575 89 72
818 544 59
556 325 69
365 573 61
6 514 34
30 568 79
803 781 61
976 873 20
922 759 99
46 103 4
273 334 46
441 735 89
923 586 88
949 960 59
907 927 27
909 89 49
968 583 97
300 241 38
732 943 51
383 245 81
499 239 100
628 145 31
441 539 100
